其它,#genre#
CCTV-10科教,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?#http://123.6.9.146/live/jz-cctv-10/live.m3u8#http://hbwq.chinashadt.com:2035/live/stream:cctv10.stream/playlist.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-10科教 (1080p),http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
CCTV-11,http://111.225.92.130:8800/hls/11/index.m3u8
CCTV-11 戏曲,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV-13,http://111.225.92.130:8800/hls/13/index.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13新闻,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV-13新闻 (1080p),http://stream.smntv.cn/smtv1/playlist.m3u8#http://62.210.209.138:41000/series/v52/v43/6818.mp4#http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
CCTV-13新聞,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8#https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-14 (1080p),http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV-14少儿,http://111.20.35.103:6610/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-15,http://111.225.92.130:8800/hls/15/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV-15 音乐,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV-15音乐,http://111.20.35.103:6610/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV-15音樂,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
CCTV-16,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226921/1.m3u8
CCTV-16奥林,https://live.goodiptv.club/api/bestv.php?id=cctv16hd8m/8000000
CCTV-16奧林匹克,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8
CCTV-17农村农业,http://111.20.35.103:6610/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17农业农村 (1080p),http://stream1.jlntv.cn/xcpd/sd/live.m3u8#http://111.17.214.4:1935/live/xtxc/playlist.m3u8#http://62.210.209.138:41000/series/v52/v43/6891.mp4#http://62.210.209.138:41000/series/v52/v43/8058.mp4
CCTV-1综合,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8?
CCTV-1综合 (1080p),http://stream.smntv.cn/smtv1/sd/live.m3u8#http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8#http://123.146.162.24:8013/tslslive/noEX9SG/hls/live_sd.m3u8
CCTV-1综合 (576p),http://42.176.185.28:9901/tsfile/live/1022_1.m3u8
CCTV-2,http://111.225.92.130:8800/hls/2/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226224/1.m3u8
CCTV-2 财经,https://live.goodiptv.club/api/bestv.php?id=cctv2hd8m/8000000
CCTV-2财经,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226195/index.m3u8?
CCTV-2财经 (1080p),http://222.179.155.21:1935/ch0.m3u8
CCTV-3,http://180.97.247.27/1301-tx.otvstream.otvcloud.com/otv/skcc/live/channel41139/index.m3u8#http://111.225.92.130:8800/hls/3/index.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-4,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226191/1.m3u8
CCTV-4 (1080p),http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8
CCTV-4 中文国际(美洲),https://global.cgtn.cicc.media.caton.cloud/master/cgtn-america.m3u8
CCTV-4 Asia (576p) [Geo-blocked],http://cdn-kanal10.crossnet.net:1935/kanal10/kanal10asia/playlist.m3u8#https://news.cgtn.com/resource/live/russian/cgtn-r.m3u8
CCTV-4中文国际,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226191/index.m3u8?
CCTV-4中文国际 (1080p),https://live.cgtn.com/1000/prog_index.m3u8#https://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel10/720p.m3u8#https://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8#http://222.179.155.21:1935/ch2.m3u8
CCTV-4K超高清,http://hls.ye23.vip/dl/4k.cctv.php
CCTV-5,http://111.225.92.130:8800/hls/5/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5 体育,http://223.95.111.98:5555/newlive/live/hls/5/live.m3u8#https://live.goodiptv.club/api/bestv.php?id=cctv58m/8000000
CCTV-5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225761/1.m3u8
CCTV-5+ 体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8#https://live.goodiptv.club/api/bestv.php?id=cctv5phd8m/8000000#https://live.goodiptv.club/api/bestv.php?id=cctv5hd8m/8000000
CCTV-5+体育赛事,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8?
CCTV-5体育,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV-6,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226393/1.m3u8#http://111.225.92.130:8800/hls/6/index.m3u8
CCTV-6 电影,https://live.goodiptv.club/api/bestv.php?id=cctv6hd8m/8000000
CCTV-7,http://111.225.92.130:8800/hls/7/index.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226192/1.m3u8
CCTV-7 (1080p),http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226192/index.m3u8
CCTV-7国防军事,http://111.20.35.103:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-7国防军事 (1080p),http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
CCTV-8,http://111.225.92.130:8800/hls/8/index.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226012/1.m3u8#http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226391/1.m3u8
CCTV-8 (1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8
CCTV-8 电视剧,https://live.goodiptv.club/api/bestv.php?id=cctv8hd8m/8000000
CCTV-8电视剧,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226012/index.m3u8?
CCTV-8电视剧 (1080p),http://live.dxhmt.cn:9081/tv/10883-1.m3u8
CCTV-9,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226197/1.m3u8
CCTV-9 (1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8
CCTV-9 记录,https://live.goodiptv.club/api/bestv.php?id=cctv9hd8m/8000000
CCTV-9纪录,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226197/index.m3u8?
CCTV-9纪录 (1080p),https://news.cgtn.com/resource/live/english/cgtn-news.m3u8#http://stream1.jlntv.cn/fzpd/sd/live.m3u8#https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/playlist.m3u8#http://live.cgtn.com/500/prog_index.m3u8#http://live.cgtn.com/1000/prog_index.m3u8
CCTV-移动传媒,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/649e19038fa74514ab3f00febbcd6de0/1200.m3u8
CCTV-NEWS,http://111.225.92.130:8800/hls/16/index.m3u8#http://gmxw.7766.org:808/hls/34/index.m3u8
CCTV+ 2 (720p),https://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL2.smil/playlist.m3u8
CCTV1,http://tvpull.dxhmt.cn/tv/11481-4.m3u8#http://tvpull.dxhmt.cn/tv/11481-3.m3u8#http://222.134.240.136:9901/tsfile/live/0001_1.m3u8#http://61.169.37.218:9901/tsfile/live/0001_1.m3u8?key=txiptv#http://111.9.172.131:9901/tsfile/live/0001_1.m3u8#http://alivealone.litenews.cn/301/b597ff6aa9cb40aba57bb011b13865ad.flv#http://111.59.63.32:9901/tsfile/live/1008_1.m3u8#http://223.95.111.98:5555/newlive/live/hls/1/live.m3u8#http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
cctv1_620,http://www.372583307.top:4022/udp/233.50.201.228:5140
CCTV10,http://218.15.229.90:9901/tsfile/live/0010_1.m3u8#http://222.134.240.136:9901/tsfile/live/0010_1.m3u8#http://111.9.172.131:9901/tsfile/live/0010_1.m3u8#http://61.169.37.218:9901/tsfile/live/0010_1.m3u8?key=txiptv#http://gmxw.7766.org:808/hls/28/index.m3u8#http://58.220.219.14:9901/tsfile/live/0010_1.m3u8?key=txiptv#http://221.213.43.82:8888/newlive/live/hls/12/live.m3u8#http://111.59.63.32:9901/tsfile/live/1017_1.m3u8#https://live.v1.mk/api/ghyx.php?id=CCTV10HD_6000
CCTV10_645,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/25137bd7c4494128bf0cba271974928f/1200.m3u8
CCTV11,http://222.134.240.136:9901/tsfile/live/0011_1.m3u8#http://111.9.172.131:9901/tsfile/live/0011_1.m3u8#http://58.220.219.14:9901/tsfile/live/0011_1.m3u8?key=txiptv
CCTV12,http://222.134.240.136:9901/tsfile/live/0012_1.m3u8#http://111.9.172.131:9901/tsfile/live/0012_1.m3u8#http://111.59.63.32:9901/tsfile/live/1019_1.m3u8
CCTV12-社会与法,http://218.17.196.234:9901/tsfile/live/0012_1.m3u8
CCTV13,http://hw-m-l.cztv.com/channels/lantian/channel16/720p.m3u8#http://222.134.240.136:9901/tsfile/live/0013_1.m3u8#http://218.13.170.98:9901/tsfile/live/0013_1.m3u8#http://111.9.172.131:9901/tsfile/live/0013_1.m3u8#https://iptv.luas.edu.cn/liverespath/8a2f3cd1ae4091c8d073cd239518f24cd4560d8e/0af5e4ebbf-0-0-73acd2813c45f8d650460bda2f73cdf0/index.m3u8#http://61.169.37.218:9901/tsfile/live/0013_1.m3u8?key=txiptv#http://58.220.219.14:9901/tsfile/live/0013_1.m3u8?key=txiptv#https://live.goodiptv.club/api/bestv.php?id=cctv13xwhd8m/8000000#http://111.59.63.32:9901/tsfile/live/1020_1.m3u8
CCTV13-新闻,http://218.17.196.234:9901/tsfile/live/0013_1.m3u8
CCTV14,http://222.134.240.136:9901/tsfile/live/0014_1.m3u8#http://218.15.229.90:9901/tsfile/live/0013_1.m3u8#http://111.9.172.131:9901/tsfile/live/0014_1.m3u8#http://58.220.219.14:9901/tsfile/live/0014_1.m3u8?key=txiptv#https://live.goodiptv.club/api/bestv.php?id=cctvsehd8m/8000000#https://live.v1.mk/api/ghyx.php?id=CCTV14HD_6000
CCTV14-少儿,http://218.17.196.234:9901/tsfile/live/0014_1.m3u8
CCTV15,https://iptv.luas.edu.cn/liverespath/59c02d176e7c3b05a62a9bb42be1ca2a92df2e1c/aefabb5259-0-0-65038e86b205c58b18c0c661afd99fae/index.m3u8#http://218.15.229.90:9901/tsfile/live/0014_1.m3u8#http://218.13.170.98:9901/tsfile/live/0015_1.m3u8#http://gxdl-lhs.8866.org:85/tsfile/live/1025_1.m3u8?key=txiptv&playlive=1&authid=0#http://61.169.37.218:9901/tsfile/live/0015_1.m3u8?key=txiptv#http://58.220.219.14:9901/tsfile/live/0015_1.m3u8?key=txiptv
CCTV16-4K25P-SDR源,https://live.goodiptv.club/api/cqyx.php?id=CCTV16_4K
CCTV16-HD,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV17,http://159.75.85.63:5678/zb.php?id=douyin#https://live.goodiptv.club/api/bestv.php?id=cctv17hd8m/8000000#http://111.59.63.32:9901/tsfile/live/1023_1.m3u8#https://live.v1.mk/api/ghyx.php?id=CCTV17HD_6000
CCTV2,https://iptv.luas.edu.cn/liverespath/6b13fe5368d391761312a985ace065c0ecad2f5e/877097d2fa-0-0-b7736e6941fd5cb71f45ef9397b68092/index.m3u8#http://222.134.240.136:9901/tsfile/live/0002_1.m3u8#http://218.15.229.90:9901/tsfile/live/0002_1.m3u8#http://111.9.172.131:9901/tsfile/live/0002_2.m3u8#http://58.220.219.14:9901/tsfile/live/0002_1.m3u8?key=txiptv#http://gxdl-lhs.8866.org:85/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0#http://111.20.35.103:6610/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8#http://111.59.63.32:9901/tsfile/live/1009_1.m3u8#https://live.v1.mk/api/bestv.php?id=cctv2hd8m/8000000
CCTV2-财经,http://218.17.196.234:9901/tsfile/live/0002_1.m3u8
CCTV3,http://222.134.240.136:9901/tsfile/live/0003_1.m3u8#http://218.15.229.90:9901/tsfile/live/0003_1.m3u8#http://218.13.170.98:9901/tsfile/live/0003_1.m3u8#http://111.9.172.131:9901/tsfile/live/0003_1.m3u8#http://58.220.219.14:9901/tsfile/live/0003_1.m3u8?key=txiptv#http://111.59.63.32:9901/tsfile/live/1010_1.m3u8#https://live.v1.mk/api/bestv.php?id=cctv38m/8000000
CCTV4,https://turkmedya-live.ercdn.net/tv4/tv4_720p.m3u8#https://iptv.luas.edu.cn/liverespath/c70d81eefb04fef7777c2a5aab4ddc9459ce4246/0baa43f537-0-0-5bc4eda6a2031a1140906b86d867a79e/index.m3u8#http://222.134.240.136:9901/tsfile/live/0004_1.m3u8#http://218.15.229.90:9901/tsfile/live/0004_1.m3u8#http://111.9.172.131:9901/tsfile/live/0004_2.m3u8#http://61.169.37.218:9901/tsfile/live/0004_1.m3u8?key=txiptv#http://111.20.35.103:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://1.195.111.251:11190/tsfile/live/0004_1.m3u8#https://live.v1.mk/api/bestv.php?id=cctv4hd8m/8000000#https://live.v1.mk/api/ghyx.php?id=CCTV4HD_6000
CCTV4 中文国际,http://protv.fun/play/live.php?mac=00:1A:79:50:63:9E&stream=156404&extension=ts
CCTV4-国际,http://218.17.196.234:9901/tsfile/live/0004_1.m3u8
CCTV4中文国际,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=156404
CCTV5,http://218.15.229.90:9901/tsfile/live/0005_1.m3u8#http://222.134.240.136:9901/tsfile/live/0005_1.m3u8#https://iptv.luas.edu.cn/liverespath/3f76badfb3a23d95f26ff573a93902bbdb8b8e98/d576df8c0b-0-0-2de19686e2172f351d6e90c142a0be07/index.m3u8#http://111.9.172.131:9901/tsfile/live/0005_1.m3u8#http://58.220.219.14:9901/tsfile/live/0005_1.m3u8?key=txiptv#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8#http://111.59.63.32:9901/tsfile/live/1012_1.m3u8#https://live.v1.mk/api/bestv.php?id=cctv58m/8000000#https://live.v1.mk/api/ghyx.php?id=CCTV5HD_6000
CCTV5-高清(1),http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8
CCTV5+,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225761/index.m3u8
CCTV6,https://iptv.luas.edu.cn/liverespath/f2f39ee2105c85c32df375728a51b5d89d3afab4/113ed89f48-0-0-85216e55861329ec31ba1437a2ff37c9/index.m3u8#http://222.134.240.136:9901/tsfile/live/0006_1.m3u8#http://218.15.229.90:9901/tsfile/live/0006_1.m3u8#http://111.9.172.131:9901/tsfile/live/0006_1.m3u8#http://218.13.170.98:9901/tsfile/live/0006_1.m3u8
CCTV6-电影,http://218.17.196.234:9901/tsfile/live/0006_1.m3u8
CCTV7,http://222.134.240.136:9901/tsfile/live/0007_1.m3u8#https://iptv.luas.edu.cn/liverespath/f116a0a5035935a3435155998163d8eaa60554c3/4ba629f762-0-0-0a66b18805ff859ce68ab1137157079e/index.m3u8#http://111.9.172.131:9901/tsfile/live/0007_1.m3u8#http://61.169.37.218:9901/tsfile/live/0007_1.m3u8?key=txiptv#http://58.220.219.14:9901/tsfile/live/0007_1.m3u8?key=txiptv#http://111.59.63.32:9901/tsfile/live/1014_1.m3u8#https://live.v1.mk/api/bestv.php?id=cctv7hd8m/8000000
CCTV8,http://218.15.229.90:9901/tsfile/live/0008_1.m3u8#http://111.9.172.131:9901/tsfile/live/0008_1.m3u8#http://61.169.37.218:9901/tsfile/live/0008_1.m3u8?key=txiptv#http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8#http://111.59.63.32:9901/tsfile/live/1015_1.m3u8
CCTV8-电视剧,http://218.17.196.234:9901/tsfile/live/0008_1.m3u8
CCTV8K,http://159.75.85.63:8765/xxtv8k.php
CCTV8K-50FPS,http://159.75.85.63:8654/xx8k50fps.php
CCTV9,http://218.15.229.90:9901/tsfile/live/0009_1.m3u8#https://iptv.luas.edu.cn/liverespath/0d0f0da65ba843b8d1dd6fed315bfea896ddd20d/a1920294b0-0-0-f3b9b294fd2e3c4db85f962e6949c4a1/index.m3u8#http://111.9.172.131:9901/tsfile/live/0009_1.m3u8#http://61.169.37.218:9901/tsfile/live/0009_1.m3u8?key=txiptv#http://58.220.219.14:9901/tsfile/live/0009_1.m3u8?key=txiptv#http://111.59.63.32:9901/tsfile/live/1016_1.m3u8
CCTV9-纪录,http://218.17.196.234:9901/tsfile/live/0009_1.m3u8
CCTV奥林匹克频道,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226921/index.m3u8?
CCTV兵器科技,http://42.176.185.28:9901/tsfile/live/1034_1.m3u8
CCTV第一剧场,http://111.225.92.130:8800/hls/64/index.m3u8
CCTV世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8
CCTV戏曲,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=156406
CCTV新科动漫,http://222.134.240.136:9901/tsfile/live/1085_1.m3u8
CCTV娱乐,http://line.premiumpowers.net/play/live.php?mac=00:1A:79:73:45:10&extension=ts&stream=156405#http://protv.fun/play/live.php?mac=00:1A:79:50:63:9E&stream=156405&extension=ts

数字付费,#genre#
CCTV4K-25P-HLG源,http://159.75.85.63:5679/cctv4k.php
